Date;Time;Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3
25/1/2008;05:20:00;0.406;0.078;244.050;1.800;0.000;1.000;0.000
24/3/2008;00:21:00;0.380;0.072;243.640;1.600;0.000;1.000;0.000
7/8/2009;10:20:00;0.232;0.134;241.110;1.000;0.000;0.000;0.000
18/3/2007;08:45:00;3.134;0.236;239.480;13.000;1.000;37.000;0.000
5/4/2007;23:05:00;1.524;0.106;242.300;6.200;0.000;0.000;18.000
25/4/2008;05:57:00;0.258;0.000;241.710;1.000;0.000;0.000;1.000
30/1/2009;15:24:00;2.022;0.208;248.980;8.200;0.000;2.000;19.000
14/3/2009;05:52:00;1.430;0.078;242.650;5.800;0.000;0.000;18.000
15/7/2008;09:25:00;1.674;0.098;238.610;7.200;0.000;0.000;24.000
23/3/2009;03:44:00;0.484;0.112;243.870;2.000;0.000;0.000;0.000
29/3/2007;13:48:00;0.234;0.000;243.900;1.000;0.000;0.000;0.000
5/7/2008;20:29:00;0.366;0.220;240.890;1.800;0.000;0.000;1.000
20/8/2007;17:59:00;0.116;0.000;243.330;0.600;0.000;0.000;0.000
13/4/2007;17:09:00;0.216;0.000;241.230;0.800;0.000;0.000;0.000
3/1/2007;05:51:00;1.434;0.138;246.360;5.800;0.000;0.000;18.000
10/9/2009;00:41:00;0.262;0.124;243.380;1.200;0.000;0.000;1.000
28/10/2008;19:52:00;2.480;0.000;235.650;10.400;0.000;0.000;17.000
5/5/2008;18:10:00;0.282;0.000;241.900;1.200;0.000;0.000;1.000
12/9/2007;18:33:00;0.124;0.000;241.120;0.600;0.000;0.000;0.000
14/8/2007;11:31:00;1.306;0.196;233.350;5.600;0.000;0.000;16.000
19/6/2008;17:29:00;0.438;0.152;240.120;1.800;0.000;1.000;1.000
13/3/2009;00:47:00;0.218;0.000;245.490;0.800;0.000;0.000;0.000
17/6/2007;19:41:00;5.714;0.604;232.490;24.600;37.000;5.000;16.000
9/1/2010;16:48:00;0.472;0.132;245.260;2.000;0.000;0.000;1.000
10/10/2009;16:13:00;4.628;0.660;236.650;19.600;38.000;1.000;28.000
2/11/2009;11:33:00;0.278;0.054;238.930;1.200;0.000;0.000;0.000
26/3/2010;23:26:00;1.206;0.058;239.340;5.000;0.000;1.000;1.000
8/12/2007;19:12:00;3.094;0.070;233.760;13.200;0.000;0.000;16.000
11/4/2010;07:04:00;0.406;0.218;240.910;1.800;0.000;1.000;1.000
30/4/2009;07:01:00;1.768;0.086;242.880;7.200;0.000;0.000;18.000
26/11/2009;17:03:00;0.506;0.000;241.270;2.000;0.000;0.000;1.000
11/11/2007;04:52:00;0.434;0.118;241.290;1.800;0.000;2.000;0.000
30/12/2008;03:56:00;0.322;0.108;248.180;1.400;0.000;0.000;0.000
22/5/2008;19:28:00;1.622;0.146;239.070;6.800;0.000;0.000;18.000
21/4/2007;00:27:00;0.226;0.130;243.140;1.000;0.000;0.000;0.000
9/10/2009;13:41:00;1.372;0.062;240.760;5.600;0.000;0.000;19.000
21/12/2008;22:41:00;0.382;0.000;243.810;1.600;2.000;0.000;0.000
4/2/2009;07:47:00;2.890;0.000;242.520;11.800;0.000;0.000;18.000
1/4/2007;12:10:00;1.522;0.178;238.560;6.400;0.000;1.000;18.000
15/11/2008;20:10:00;3.214;0.000;237.210;13.600;0.000;0.000;17.000
28/11/2007;09:09:00;3.822;0.142;239.720;15.800;37.000;1.000;18.000
1/11/2008;02:18:00;0.506;0.058;243.270;2.400;0.000;0.000;0.000
16/11/2007;18:59:00;1.760;0.160;235.110;7.400;0.000;0.000;0.000
21/2/2008;09:09:00;1.382;0.088;239.630;5.600;0.000;0.000;18.000
19/6/2009;13:31:00;0.212;0.088;242.350;0.800;0.000;0.000;0.000
30/7/2007;01:06:00;0.176;0.090;235.550;0.800;0.000;0.000;0.000
6/2/2008;20:10:00;2.714;0.076;238.960;11.200;0.000;0.000;18.000
19/4/2010;07:27:00;0.384;0.068;244.230;1.600;0.000;2.000;1.000
12/10/2007;01:53:00;0.388;0.176;242.520;1.800;0.000;0.000;0.000
15/12/2008;21:22:00;2.718;0.000;239.310;11.200;0.000;0.000;18.000
28/2/2007;10:13:00;0.302;0.114;241.900;1.200;0.000;2.000;0.000
7/8/2007;04:41:00;0.142;0.000;235.810;0.600;0.000;0.000;0.000
27/5/2007;23:31:00;0.412;0.186;236.320;1.800;0.000;0.000;0.000
4/4/2009;16:18:00;1.806;0.290;241.790;7.400;2.000;0.000;18.000
16/9/2010;04:20:00;0.240;0.088;240.510;1.000;0.000;0.000;1.000
6/11/2008;09:06:00;1.754;0.262;240.660;7.400;0.000;0.000;18.000
22/2/2007;04:37:00;2.254;0.052;238.710;9.400;0.000;0.000;0.000
30/8/2010;15:21:00;1.778;0.124;243.280;7.200;0.000;0.000;19.000
1/4/2008;19:21:00;0.330;0.088;240.150;1.400;0.000;2.000;0.000
14/7/2009;05:57:00;0.476;0.084;243.290;2.400;0.000;0.000;6.000
7/10/2007;17:48:00;0.322;0.046;237.250;1.400;0.000;0.000;0.000
5/11/2010;12:49:00;1.516;0.096;244.380;6.200;0.000;0.000;19.000
17/11/2009;13:42:00;1.592;0.208;243.360;6.600;0.000;0.000;19.000
30/12/2008;02:30:00;0.290;0.076;248.450;1.200;0.000;0.000;0.000
31/3/2008;01:34:00;0.356;0.090;244.720;1.400;0.000;0.000;0.000
29/4/2009;22:06:00;3.354;0.146;241.240;13.800;0.000;37.000;0.000
4/2/2009;08:26:00;4.338;0.500;241.120;18.600;0.000;22.000;18.000
17/9/2009;17:31:00;0.362;0.228;243.920;1.800;0.000;0.000;0.000
10/11/2008;19:43:00;1.012;0.152;239.220;4.200;0.000;0.000;0.000
15/11/2007;22:41:00;1.468;0.000;246.410;5.800;1.000;0.000;19.000
4/2/2009;02:41:00;0.300;0.092;247.210;1.200;0.000;1.000;0.000
13/6/2007;06:29:00;0.214;0.134;241.730;1.000;0.000;0.000;0.000
13/3/2007;18:31:00;1.462;0.096;242.130;6.000;0.000;1.000;17.000
25/7/2010;00:39:00;1.060;0.186;238.190;4.400;0.000;1.000;0.000
31/7/2007;18:00:00;0.138;0.000;235.840;0.600;0.000;0.000;0.000
6/7/2007;01:10:00;0.312;0.276;242.160;1.600;0.000;1.000;0.000
19/9/2009;19:44:00;1.818;0.278;241.090;7.600;0.000;0.000;1.000
10/6/2007;19:57:00;0.930;0.388;241.300;4.200;0.000;0.000;0.000
21/4/2009;12:34:00;0.448;0.108;239.630;2.000;0.000;0.000;1.000
10/4/2008;03:09:00;0.254;0.000;243.980;1.000;0.000;0.000;0.000
27/4/2007;23:50:00;1.402;0.088;236.060;5.800;0.000;1.000;0.000
13/3/2009;17:03:00;0.218;0.000;244.730;0.800;0.000;0.000;0.000
1/5/2008;20:22:00;0.408;0.214;240.430;1.800;0.000;0.000;0.000
12/5/2007;07:09:00;0.316;0.214;233.830;1.600;0.000;0.000;0.000
16/9/2009;12:28:00;3.514;0.000;238.850;14.600;0.000;37.000;18.000
9/7/2008;21:46:00;0.754;0.432;239.460;3.600;2.000;0.000;1.000
18/3/2010;09:28:00;1.382;0.078;240.900;5.600;0.000;0.000;18.000
6/3/2008;13:47:00;1.348;0.084;241.800;5.600;0.000;2.000;0.000
22/10/2007;17:27:00;1.304;0.000;241.960;5.400;0.000;0.000;18.000
19/8/2008;20:31:00;0.190;0.150;240.260;1.000;0.000;0.000;1.000
23/11/2007;09:32:00;1.358;0.082;238.030;5.600;0.000;0.000;17.000
26/7/2008;08:10:00;0.310;0.110;239.250;1.400;0.000;0.000;0.000
15/2/2007;12:23:00;1.424;0.130;240.950;5.800;0.000;0.000;18.000
2/10/2010;16:18:00;1.500;0.000;239.630;6.200;1.000;1.000;18.000
6/3/2008;22:58:00;0.326;0.108;243.970;1.400;0.000;0.000;0.000
13/11/2010;18:55:00;1.738;0.106;235.760;7.400;0.000;2.000;17.000
9/2/2008;08:53:00;1.374;0.000;243.230;5.600;0.000;0.000;0.000
18/2/2010;19:12:00;2.734;0.340;239.540;11.400;0.000;1.000;19.000
2/4/2010;02:11:00;0.236;0.000;244.650;1.000;0.000;0.000;1.000
9/2/2010;17:38:00;0.722;0.068;243.610;3.000;0.000;1.000;0.000
7/4/2009;10:47:00;1.494;0.196;239.780;6.200;0.000;0.000;18.000
27/12/2007;08:59:00;1.502;0.000;241.450;6.200;0.000;0.000;0.000
21/11/2009;22:40:00;2.234;0.104;241.210;9.200;0.000;0.000;1.000
12/5/2008;21:35:00;0.894;0.212;242.870;3.800;0.000;1.000;1.000
29/1/2008;05:09:00;0.398;0.000;246.620;1.800;0.000;0.000;0.000
5/4/2007;22:35:00;2.140;0.000;242.450;8.800;0.000;0.000;18.000
13/7/2010;04:16:00;0.338;0.222;239.910;1.600;0.000;0.000;1.000
16/1/2008;10:17:00;1.552;0.074;239.250;6.400;0.000;0.000;18.000
20/5/2009;00:45:00;0.352;0.076;240.860;1.400;0.000;2.000;1.000
11/7/2009;16:58:00;0.408;0.068;244.990;1.800;0.000;0.000;0.000
6/3/2008;15:35:00;1.278;0.000;242.460;5.200;0.000;0.000;0.000
7/3/2008;01:56:00;0.252;0.000;241.500;1.000;0.000;0.000;0.000
13/2/2008;18:40:00;2.944;0.054;232.550;12.600;0.000;1.000;17.000
10/10/2007;14:56:00;0.366;0.062;240.770;1.600;0.000;0.000;0.000
6/2/2008;01:45:00;0.348;0.112;243.910;1.400;0.000;0.000;0.000
9/2/2008;08:37:00;2.644;0.206;239.020;11.000;0.000;0.000;18.000
27/6/2008;21:40:00;1.992;0.224;240.020;8.200;1.000;2.000;18.000
27/8/2007;00:30:00;0.210;0.164;244.400;1.000;0.000;1.000;0.000
20/5/2008;01:25:00;0.380;0.198;240.960;1.800;0.000;0.000;1.000
7/8/2009;16:54:00;1.310;0.096;242.250;5.400;0.000;0.000;19.000
28/6/2007;04:28:00;0.326;0.232;241.280;1.600;0.000;1.000;0.000
30/7/2010;22:28:00;0.244;0.108;241.130;1.000;0.000;2.000;0.000
21/3/2010;06:59:00;?;?;?;?;?;?;
21/6/2008;23:09:00;0.426;0.162;242.430;1.800;1.000;0.000;1.000
12/12/2008;04:24:00;1.328;0.068;245.220;5.400;0.000;0.000;19.000
26/7/2007;18:25:00;0.406;0.100;235.610;2.000;0.000;0.000;0.000
6/8/2010;09:30:00;0.340;0.238;240.250;1.600;0.000;1.000;1.000
1/4/2008;05:31:00;0.232;0.000;244.660;1.000;0.000;0.000;0.000
3/9/2008;11:00:00;0.246;0.114;239.760;1.000;0.000;0.000;1.000
14/12/2009;04:00:00;0.362;0.148;249.320;1.600;0.000;0.000;1.000
13/11/2008;21:24:00;1.730;0.100;240.230;7.200;0.000;2.000;0.000
21/5/2010;02:12:00;1.440;0.080;240.650;6.000;0.000;0.000;18.000
10/11/2007;15:24:00;0.838;0.182;241.340;3.400;0.000;0.000;0.000
27/12/2006;04:33:00;0.506;0.180;246.790;2.400;0.000;0.000;0.000
25/2/2008;19:43:00;0.208;0.000;236.670;0.800;0.000;0.000;0.000
14/6/2010;21:51:00;0.926;0.338;240.120;4.000;0.000;2.000;0.000
8/3/2010;22:27:00;1.686;0.124;243.620;6.800;0.000;0.000;19.000
16/8/2010;06:49:00;0.342;0.200;243.260;1.600;0.000;1.000;0.000
28/4/2009;10:26:00;1.566;0.108;240.250;6.400;0.000;0.000;18.000
3/3/2007;07:05:00;0.316;0.126;242.120;1.400;0.000;0.000;0.000
25/8/2007;16:34:00;1.298;0.228;237.220;5.400;1.000;0.000;17.000
13/7/2007;21:48:00;0.468;0.094;243.020;2.200;0.000;2.000;0.000
4/11/2008;13:06:00;0.326;0.050;242.380;1.400;0.000;0.000;0.000
3/11/2007;11:41:00;0.270;0.066;236.500;1.200;0.000;0.000;0.000
27/7/2010;05:37:00;0.238;0.096;239.700;1.000;0.000;2.000;1.000
17/4/2010;06:30:00;0.254;0.050;241.600;1.000;0.000;0.000;1.000
14/6/2008;18:27:00;0.684;0.776;243.460;4.200;0.000;1.000;0.000
18/12/2009;13:29:00;0.800;0.226;247.100;3.400;0.000;0.000;1.000
20/8/2008;17:29:00;0.160;0.126;242.480;0.800;0.000;0.000;0.000
10/2/2007;20:56:00;2.730;0.116;237.630;11.400;1.000;0.000;18.000
1/10/2010;17:57:00;0.404;0.180;240.150;1.800;0.000;1.000;0.000
17/9/2010;13:09:00;0.370;0.090;242.860;1.600;0.000;0.000;1.000
6/7/2010;08:38:00;1.316;0.060;238.470;5.400;0.000;0.000;18.000
20/8/2010;20:39:00;?;?;?;?;?;?;
11/4/2009;01:40:00;1.052;0.000;242.420;4.400;0.000;1.000;1.000
7/3/2007;10:59:00;1.292;0.000;239.090;5.400;0.000;0.000;17.000
6/11/2009;03:31:00;0.402;0.220;244.460;1.800;0.000;0.000;1.000
2/6/2007;04:32:00;0.220;0.000;237.890;1.000;0.000;0.000;0.000
11/12/2008;13:03:00;0.406;0.212;246.370;1.800;0.000;0.000;0.000
10/4/2010;04:11:00;0.336;0.108;243.520;1.400;0.000;0.000;0.000
23/11/2010;21:27:00;1.238;0.080;237.920;5.200;0.000;0.000;0.000
6/11/2009;10:06:00;1.418;0.086;241.050;5.800;0.000;0.000;19.000
29/11/2009;23:09:00;0.460;0.246;243.160;2.200;0.000;1.000;1.000
17/8/2008;07:34:00;0.080;0.000;240.730;0.200;0.000;0.000;1.000
5/10/2007;19:07:00;1.072;0.058;237.920;4.400;0.000;0.000;0.000
9/8/2007;20:17:00;0.200;0.126;236.930;1.000;0.000;0.000;0.000
14/4/2008;15:22:00;0.422;0.108;242.350;1.800;0.000;0.000;1.000
3/2/2009;22:16:00;1.564;0.068;241.470;6.400;0.000;0.000;18.000
17/4/2008;04:46:00;0.432;0.216;240.040;2.000;0.000;0.000;1.000
22/7/2009;09:28:00;0.236;0.104;242.080;1.000;0.000;0.000;1.000
25/8/2007;10:05:00;0.312;0.206;238.150;1.600;0.000;1.000;0.000
11/4/2009;15:21:00;1.434;0.108;242.500;5.800;0.000;0.000;19.000
18/7/2010;22:21:00;1.124;0.254;241.570;4.800;0.000;2.000;0.000
5/5/2010;22:20:00;2.318;0.062;237.410;10.800;14.000;0.000;1.000
26/3/2008;10:19:00;1.482;0.178;243.060;6.000;0.000;0.000;18.000
18/12/2009;10:59:00;1.490;0.096;246.600;6.000;0.000;0.000;19.000
20/5/2009;23:23:00;0.336;0.084;242.910;1.400;0.000;0.000;1.000
26/12/2009;23:52:00;1.400;0.000;246.080;5.600;0.000;0.000;19.000
17/9/2010;14:41:00;0.312;0.224;243.100;1.600;0.000;1.000;1.000
22/7/2010;03:37:00;1.372;0.196;239.350;5.800;0.000;2.000;1.000
23/3/2008;19:14:00;3.314;0.422;238.400;14.000;0.000;0.000;17.000
21/8/2007;01:14:00;0.234;0.150;242.250;1.200;0.000;0.000;0.000
14/8/2009;04:36:00;0.926;0.232;242.780;3.800;0.000;0.000;12.000
4/6/2010;18:33:00;0.344;0.214;242.240;1.600;0.000;0.000;1.000
5/2/2010;11:38:00;1.344;0.054;243.440;5.400;0.000;0.000;19.000
3/7/2007;23:30:00;0.434;0.126;244.840;1.800;1.000;1.000;0.000
21/11/2009;19:25:00;3.606;0.062;236.330;15.200;0.000;35.000;0.000
14/11/2007;15:28:00;1.636;0.220;238.910;6.800;0.000;0.000;18.000
17/1/2008;16:08:00;0.864;0.066;246.320;3.600;0.000;0.000;0.000
28/1/2009;18:53:00;3.518;0.158;237.010;15.600;0.000;23.000;0.000
22/9/2008;02:49:00;0.266;0.116;241.560;1.200;0.000;0.000;0.000
17/10/2007;08:16:00;3.476;0.060;234.410;15.200;28.000;2.000;16.000
3/2/2009;10:34:00;2.292;0.598;240.760;10.000;0.000;1.000;18.000
24/7/2010;12:22:00;0.628;0.088;239.070;2.600;0.000;1.000;1.000
10/4/2010;05:57:00;1.364;0.074;239.980;5.600;0.000;2.000;19.000
8/12/2009;22:56:00;0.386;0.174;244.390;1.600;0.000;0.000;0.000
20/5/2008;23:16:00;0.590;0.124;243.450;2.400;0.000;0.000;1.000
29/9/2010;23:27:00;0.894;0.000;245.870;4.200;0.000;0.000;8.000
16/4/2010;13:10:00;1.504;0.092;243.140;6.200;1.000;0.000;19.000
29/9/2009;02:26:00;0.270;0.186;241.850;1.400;0.000;1.000;0.000
8/3/2008;07:20:00;1.458;0.126;242.880;6.000;0.000;0.000;18.000
1/9/2007;05:48:00;0.282;0.224;239.260;1.400;0.000;0.000;0.000
14/4/2007;07:13:00;0.324;0.116;240.360;1.400;0.000;0.000;0.000
23/10/2010;23:26:00;3.602;0.248;244.800;14.800;0.000;33.000;1.000
26/9/2009;10:36:00;2.130;0.440;236.340;9.200;0.000;1.000;28.000
20/9/2008;15:49:00;0.906;0.260;240.560;3.800;0.000;0.000;12.000
10/4/2008;19:11:00;0.354;0.112;240.410;1.400;0.000;0.000;0.000
8/6/2010;15:50:00;0.862;0.168;241.830;3.800;0.000;1.000;5.000
22/7/2010;20:38:00;0.362;0.242;242.380;1.800;0.000;1.000;1.000
25/6/2008;13:35:00;0.440;0.332;237.170;2.200;1.000;1.000;0.000
30/6/2010;07:36:00;1.400;0.000;240.300;5.800;0.000;0.000;18.000
15/5/2009;20:28:00;1.556;0.220;243.430;6.400;0.000;2.000;19.000
27/2/2010;11:21:00;4.604;0.420;238.360;19.400;49.000;0.000;18.000
9/3/2009;22:23:00;1.278;0.158;243.650;5.200;1.000;0.000;0.000
7/7/2008;11:38:00;0.308;0.236;238.630;1.600;0.000;1.000;0.000
16/10/2009;17:02:00;0.392;0.198;240.740;1.800;0.000;2.000;1.000
29/7/2008;10:23:00;0.524;0.222;239.540;2.600;0.000;0.000;1.000
4/6/2009;13:18:00;0.240;0.108;239.110;1.000;0.000;0.000;1.000
19/3/2008;13:39:00;0.384;0.120;244.650;1.600;0.000;0.000;0.000
1/4/2009;06:03:00;0.306;0.080;243.840;1.200;0.000;0.000;0.000
13/5/2010;11:36:00;3.664;0.000;240.980;15.200;39.000;0.000;18.000
11/9/2008;07:39:00;1.584;0.090;239.240;6.600;0.000;0.000;18.000
14/6/2007;21:26:00;1.332;0.356;240.270;6.800;0.000;1.000;0.000
17/12/2006;12:14:00;1.584;0.124;238.700;6.600;0.000;0.000;17.000
17/8/2010;07:49:00;2.206;0.250;240.480;9.600;0.000;2.000;18.000
3/9/2009;08:01:00;0.514;0.350;240.070;2.600;1.000;2.000;0.000
11/1/2008;08:56:00;2.004;0.124;237.650;8.400;0.000;1.000;18.000
28/7/2009;05:48:00;0.338;0.270;243.430;1.800;0.000;2.000;1.000
4/4/2007;23:41:00;1.430;0.058;241.850;5.800;0.000;0.000;18.000
13/1/2010;17:00:00;?;?;?;?;?;?;
14/1/2010;14:28:00;?;?;?;?;?;?;
25/3/2007;13:52:00;1.666;0.266;243.510;6.800;0.000;1.000;18.000
12/1/2008;00:38:00;0.430;0.074;242.830;2.000;0.000;0.000;0.000
17/1/2010;17:58:00;1.402;0.056;237.750;5.800;0.000;0.000;1.000
14/3/2007;04:02:00;0.364;0.076;243.240;1.600;0.000;1.000;0.000
29/11/2008;15:54:00;3.766;0.166;241.460;15.600;39.000;0.000;18.000
26/10/2008;02:57:00;0.208;0.052;242.730;0.800;0.000;0.000;0.000
15/7/2009;02:24:00;0.938;0.218;240.040;4.000;0.000;2.000;12.000
16/11/2009;16:07:00;0.226;0.000;244.810;0.800;0.000;0.000;1.000
2/6/2007;22:25:00;0.350;0.000;230.730;1.400;0.000;0.000;0.000
20/9/2010;01:48:00;0.892;0.342;243.400;3.800;0.000;1.000;12.000
8/5/2010;23:21:00;0.336;0.106;240.570;1.400;0.000;2.000;1.000
18/11/2010;18:10:00;0.680;0.076;237.810;3.000;0.000;0.000;0.000
14/3/2009;18:48:00;2.368;0.168;235.090;10.000;0.000;0.000;17.000
10/12/2007;11:44:00;1.554;0.048;239.520;6.600;0.000;0.000;17.000
21/7/2009;10:48:00;1.388;0.252;240.010;5.800;0.000;1.000;19.000
22/9/2007;10:24:00;1.206;0.062;240.480;5.000;0.000;0.000;18.000
9/8/2008;07:06:00;0.176;0.150;239.980;0.800;0.000;0.000;0.000
21/3/2010;04:53:00;?;?;?;?;?;?;
9/7/2007;04:35:00;0.222;0.102;241.510;1.000;0.000;2.000;0.000
6/6/2010;04:51:00;0.338;0.214;242.980;1.600;0.000;0.000;0.000
15/3/2009;15:27:00;0.954;0.130;242.090;4.000;0.000;0.000;0.000
11/5/2009;08:59:00;1.348;0.000;242.370;5.400;0.000;0.000;19.000
20/2/2007;00:16:00;2.546;0.246;243.640;10.400;0.000;1.000;0.000
30/6/2007;21:56:00;2.186;0.000;238.910;9.200;0.000;0.000;17.000
4/7/2008;20:06:00;0.408;0.312;241.640;2.000;0.000;0.000;1.000
29/8/2009;16:38:00;1.890;0.392;240.910;8.000;1.000;1.000;18.000
5/11/2010;20:42:00;2.440;0.000;240.820;10.200;0.000;1.000;18.000
4/4/2009;20:05:00;3.738;0.328;240.240;15.800;0.000;28.000;17.000
5/9/2009;19:55:00;0.434;0.208;239.990;2.000;0.000;1.000;1.000
31/1/2010;01:05:00;0.386;0.108;244.580;1.600;0.000;0.000;0.000
25/5/2010;06:06:00;0.256;0.082;242.300;1.200;0.000;0.000;1.000
1/8/2007;08:55:00;1.282;0.000;232.450;5.600;1.000;0.000;16.000
11/12/2007;17:05:00;1.522;0.058;236.770;6.400;0.000;0.000;0.000
30/8/2008;22:51:00;0.182;0.162;244.820;1.000;0.000;0.000;0.000
29/11/2007;16:45:00;0.224;0.000;246.400;1.000;0.000;0.000;0.000
31/12/2006;01:54:00;2.442;0.134;243.360;10.000;0.000;0.000;0.000
18/5/2007;21:11:00;1.310;0.396;235.540;5.800;1.000;1.000;0.000
4/2/2010;07:13:00;2.770;0.178;238.090;11.600;0.000;0.000;18.000
19/3/2010;10:18:00;2.036;0.106;239.340;8.400;0.000;0.000;28.000
17/8/2009;00:10:00;0.380;0.364;242.650;2.000;0.000;1.000;1.000
24/11/2010;22:32:00;0.278;0.074;240.990;1.200;0.000;0.000;0.000
7/11/2009;04:53:00;1.490;0.238;243.140;6.200;0.000;1.000;18.000
22/7/2007;06:27:00;0.122;0.000;237.610;0.600;0.000;0.000;0.000
15/9/2007;19:56:00;0.202;0.090;240.610;1.000;0.000;0.000;0.000
23/2/2009;04:12:00;1.296;0.000;244.010;5.200;0.000;0.000;0.000
10/9/2010;13:50:00;0.320;0.050;239.190;1.400;0.000;0.000;0.000
7/4/2010;13:17:00;1.390;0.080;243.140;5.600;0.000;1.000;19.000
25/2/2008;05:48:00;1.336;0.080;238.890;5.600;0.000;1.000;18.000
20/11/2007;22:49:00;1.552;0.000;242.990;6.400;1.000;0.000;18.000
17/3/2007;21:45:00;3.498;0.116;236.970;14.600;0.000;1.000;17.000
22/11/2010;05:18:00;0.330;0.106;247.380;1.400;0.000;0.000;0.000
29/3/2007;04:04:00;0.330;0.134;244.210;1.400;0.000;0.000;0.000
4/12/2007;02:09:00;0.304;0.100;244.030;1.200;0.000;0.000;0.000
12/9/2007;03:38:00;0.126;0.000;244.070;0.600;0.000;0.000;0.000
15/1/2008;16:57:00;1.470;0.052;241.950;6.000;0.000;0.000;18.000
17/3/2009;23:11:00;1.076;0.098;244.970;4.400;0.000;0.000;0.000
5/3/2010;20:29:00;1.268;0.054;242.680;5.200;0.000;2.000;0.000
25/4/2009;03:21:00;0.432;0.248;242.910;2.000;0.000;0.000;1.000
21/4/2009;09:13:00;0.986;0.254;241.570;4.200;0.000;0.000;11.000
29/1/2009;22:47:00;0.536;0.070;246.140;2.200;0.000;0.000;0.000
27/6/2009;17:14:00;1.360;0.102;240.020;5.600;0.000;0.000;18.000
29/1/2009;14:09:00;1.916;0.132;244.350;7.800;0.000;0.000;18.000
23/7/2009;05:34:00;0.198;0.100;239.620;0.800;0.000;0.000;1.000
14/11/2008;02:15:00;0.394;0.096;246.080;1.800;0.000;0.000;0.000
5/2/2010;16:45:00;0.304;0.074;239.470;1.200;0.000;1.000;1.000
8/6/2009;07:03:00;1.496;0.136;237.920;6.400;0.000;1.000;18.000
6/10/2008;15:07:00;0.360;0.078;241.180;1.600;0.000;0.000;1.000
5/4/2008;09:02:00;1.292;0.052;239.600;5.400;0.000;0.000;18.000
6/1/2007;01:44:00;0.342;0.174;241.640;1.600;0.000;0.000;0.000
22/3/2008;21:13:00;3.346;0.194;238.170;14.000;0.000;0.000;17.000
19/8/2009;12:18:00;0.534;0.282;243.440;2.400;0.000;1.000;1.000
14/8/2010;13:25:00;0.158;0.000;242.940;0.600;0.000;0.000;0.000
6/6/2008;06:13:00;0.206;0.000;239.760;1.000;0.000;0.000;1.000
3/11/2007;10:20:00;0.452;0.314;237.150;2.200;0.000;2.000;0.000
21/4/2009;05:52:00;1.364;0.090;239.450;5.600;0.000;2.000;1.000
21/10/2010;21:38:00;2.030;0.280;242.600;8.400;0.000;2.000;1.000
13/6/2010;04:21:00;1.422;0.210;241.960;5.800;0.000;1.000;19.000
13/2/2009;17:54:00;1.674;0.070;242.190;6.800;0.000;0.000;0.000
17/9/2008;05:18:00;1.230;0.000;241.960;5.000;0.000;0.000;19.000
9/12/2009;23:44:00;0.354;0.158;246.460;1.600;0.000;0.000;0.000
30/11/2009;14:18:00;1.430;0.000;247.730;5.800;0.000;0.000;19.000
3/6/2007;16:06:00;1.392;0.046;236.710;5.800;1.000;0.000;17.000
10/10/2007;09:47:00;0.212;0.046;236.140;1.000;0.000;0.000;0.000
14/7/2010;11:48:00;1.820;0.290;238.770;7.600;0.000;1.000;19.000
30/10/2010;09:55:00;0.360;0.110;240.140;1.600;0.000;0.000;1.000
23/11/2007;20:00:00;1.600;0.192;239.470;6.800;0.000;0.000;0.000
9/9/2009;09:14:00;1.982;0.234;237.460;8.400;0.000;0.000;29.000
17/12/2009;15:50:00;1.508;0.130;250.540;6.000;0.000;0.000;20.000
7/10/2010;22:08:00;1.410;0.076;242.990;5.800;0.000;0.000;1.000
15/6/2010;21:08:00;1.760;0.168;240.280;7.400;0.000;0.000;11.000
29/4/2007;04:18:00;?;?;?;?;?;?;
18/10/2009;01:06:00;1.296;0.066;240.830;5.400;0.000;0.000;18.000
28/6/2009;01:43:00;0.250;0.138;243.820;1.200;0.000;1.000;0.000
29/7/2010;22:29:00;0.312;0.212;242.710;1.400;0.000;1.000;1.000
15/1/2007;06:27:00;0.304;0.142;245.090;1.400;0.000;1.000;0.000
3/2/2010;15:31:00;2.998;0.310;245.450;12.400;0.000;24.000;19.000
29/5/2008;14:34:00;0.292;0.150;233.970;1.400;0.000;0.000;1.000
22/9/2010;22:54:00;0.616;0.086;242.040;2.600;0.000;0.000;1.000
11/4/2009;00:22:00;0.360;0.102;241.860;1.600;0.000;0.000;1.000
24/1/2009;16:11:00;0.336;0.110;245.630;1.400;0.000;1.000;0.000
27/9/2008;01:01:00;0.304;0.216;241.190;1.400;0.000;1.000;0.000
15/10/2007;02:38:00;0.314;0.100;241.300;1.400;0.000;0.000;0.000
13/6/2010;13:28:00;2.028;0.224;240.460;8.600;1.000;0.000;19.000
1/7/2009;19:59:00;1.386;0.310;239.370;5.800;0.000;0.000;1.000
4/1/2010;01:12:00;0.374;0.114;244.500;1.600;0.000;1.000;1.000
30/7/2009;12:55:00;0.154;0.000;242.290;0.600;0.000;0.000;1.000
9/10/2010;13:11:00;1.688;0.202;243.030;7.000;0.000;1.000;19.000
21/12/2008;09:04:00;2.120;0.120;240.650;8.800;0.000;0.000;0.000
7/7/2009;16:58:00;0.860;0.268;243.490;5.200;0.000;0.000;1.000
26/12/2009;12:53:00;2.888;0.286;236.570;12.200;0.000;1.000;18.000
17/1/2009;21:53:00;3.054;0.000;235.140;13.000;0.000;0.000;17.000
